53974 20150103 2000 20150103 1400  2.422  -96.61   39.10     2.9     2.5     2.9     2.1     0.0    192 0    326 0    100 0 C     6.6 0     8.6 0     4.6 0    70 0   0.263   0.311   0.412 -99.000 -99.000     0.3     1.1     1.9     4.3     8.3
53974 20150103 2100 20150103 1500  2.422  -96.61   39.10     3.3     3.2     3.4     2.9     0.0    172 0    291 0    120 0 C     6.9 0     8.1 0     5.5 0    60 0   0.271   0.313   0.407 -99.000 -99.000     0.3     1.1     1.9     4.3     8.3
53974 20150103 2200 20150103 1600  2.422  -96.61   39.10     3.3     3.4     3.5     3.3     0.0     89 0    127 0     55 0 C     4.7 0     5.5 0     3.5 0    56 0   0.278   0.323   0.391 -99.000 -99.000     0.4     1.1     1.9     4.3     8.3
53974 20150103 2300 20150103 1700  2.422  -96.61   39.10     2.6     3.0     3.3     2.5     0.0     21 0     56 0      0 0 C     2.5 0     3.6 0     1.2 0    59 0   0.273   0.321   0.389 -99.000 -99.000     0.4     1.1     1.9     4.3     8.3
53974 20150104 0000 20150103 1800  2.422  -96.61   39.10     1.5     2.0     2.6     1.5     0.0      0 0      0 0      0 0 C     0.7 0     1.2 0     0.2 0    59 0   0.278   0.323   0.396 -99.000 -99.000     0.4     1.1     1.9     4.3     8.3
53974 20150104 0100 20150103 1900  2.422  -96.61   39.10     1.8     1.5     1.8     1.4     0.0      0 0      0 0      0 0 C     0.3 0     0.6 0     0.2 0    60 0   0.270   0.327   0.382 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0200 20150103 2000  2.422  -96.61   39.10    -4.9    -2.1     1.9    -4.9     0.0      0 0      0 0      0 0 C    -1.5 0     0.7 0    -3.8 0    72 0   0.279   0.327   0.414 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0300 20150103 2100  2.422  -96.61   39.10    -7.8    -6.3    -4.9    -7.8     0.0      0 0      0 0      0 0 C    -4.7 0    -3.8 0    -6.3 0    78 0   0.277   0.327   0.379 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0400 20150103 2200  2.422  -96.61   39.10    -9.8    -9.0    -7.8    -9.8     0.9      0 0      0 0      0 0 C    -7.5 0    -6.3 0    -8.6 0    80 0   0.267   0.331   0.403 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0500 20150103 2300  2.422  -96.61   39.10   -11.1   -10.3    -9.8   -11.1     0.9      0 0      0 0      0 0 C    -9.2 0    -8.6 0   -10.3 0    81 0   0.268   0.324   0.395 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0600 20150104 0000  2.422  -96.61   39.10   -12.0   -11.6   -11.1   -12.0     0.0      0 0      0 0      0 0 C   -10.9 0   -10.3 0   -11.8 0    79 0   0.272   0.324   0.392 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0700 20150104 0100  2.422  -96.61   39.10   -12.3   -12.2   -12.0   -12.3     0.2      0 0      0 0      0 0 C   -11.9 0   -11.5 0   -12.5 0    77 0   0.270   0.328   0.374 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0800 20150104 0200  2.422  -96.61   39.10   -12.5   -12.4   -12.2   -12.5     0.0      0 0      0 0      0 0 C   -12.6 0   -12.2 0   -13.2 0    75 0   0.262   0.330   0.393 -99.000 -99.000     0.4     1.1     1.9     4.3     8.2
53974 20150104 0900 20150104 0300  2.422  -96.61   39.10   -12.7   -12.6   -12.5   -12.7     0.0      0 0      0 0      0 0 C   -12.8 0   -12.5 0   -13.2 0    73 0   0.262   0.321   0.390 -99.000 -99.000     0.4     1.2     2.0     4.3     8.2
53974 20150104 1000 20150104 0400  2.422  -96.61   39.10   -13.2   -13.0   -12.7   -13.2     0.0      0 0      0 0      0 0 C   -12.8 0   -12.5 0   -14.0 0    72 0   0.261   0.328   0.399 -99.000 -99.000     0.4     1.2     1.9     4.3     8.2
53974 20150104 1100 20150104 0500  2.422  -96.61   39.10   -13.5   -13.4   -13.2   -13.5     0.0      0 0      0 0      0 0 C   -14.1 0   -13.7 0   -14.5 0    71 0   0.263   0.319   0.424 -99.000 -99.000     0.4     1.2     2.0     4.2     8.2
53974 20150104 1200 20150104 0600  2.422  -96.61   39.10   -13.6   -13.6   -13.5   -13.7     0.0      0 0      0 0      0 0 C   -14.2 0   -13.8 0   -15.0 0    73 0   0.262   0.323   0.421 -99.000 -99.000     0.4     1.2     1.9     4.2     8.2
53974 20150104 1300 20150104 0700  2.422  -96.61   39.10   -14.4   -14.2   -13.6   -14.5     0.0      0 0      0 0      0 0 C   -15.7 0   -15.0 0   -16.3 0    67 0   0.259   0.325   0.383 -99.000 -99.000     0.4     1.2     2.0     4.3     8.1
53974 20150104 1400 20150104 0800  2.422  -96.61   39.10   -15.4   -15.0   -14.4   -15.4     0.0      0 0     17 0      0 0 C   -16.7 0   -16.0 0   -17.4 0    61 0   0.256   0.321   0.390 -99.000 -99.000     0.4     1.2     1.9     4.2     8.1
53974 20150104 1500 20150104 0900  2.422  -96.61   39.10   -14.8   -15.2   -14.8   -15.5     0.0     96 0    173 0     18 0 C   -16.7 0   -15.3 0   -17.4 0    59 0   0.262   0.321   0.391 -99.000 -99.000     0.4     1.2     2.0     4.2     8.1
53974 20150104 1600 20150104 1000  2.422  -96.61   39.10   -13.5   -14.1   -13.5   -14.8     0.0    252 0    327 0    173 0 C   -13.8 0   -12.1 0   -15.3 0    55 0   0.258   0.322   0.384 -99.000 -99.000     0.4     1.2     1.9     4.2     8.1
53974 20150104 1700 20150104 1100  2.422  -96.61   39.10   -12.3   -12.8   -12.3   -13.6     0.0    390 0    444 0    328 0 C   -10.6 0    -9.4 0   -12.1 0    51 0   0.260   0.321   0.403 -99.000 -99.000     0.5     1.2     2.0     4.2     8.1
53974 20150104 1800 20150104 1200  2.422  -96.61   39.10   -11.0   -11.6   -11.0   -12.3     0.0    479 0    505 0    443 0 C    -8.5 0    -7.6 0   -10.0 0    47 0   0.255   0.326   0.377 -99.000 -99.000     0.5     1.2     2.0     4.2     8.1
53974 20150104 1900 20150104 1300  2.422  -96.61   39.10   -10.4   -10.7   -10.2   -11.1     0.0    509 0    513 0    503 0 C    -7.1 0    -5.9 0    -7.9 0    45 0   0.256   0.327   0.369 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150104 2000 20150104 1400  2.422  -96.61   39.10    -9.6    -9.8    -9.4   -10.4     0.0    480 0    505 0    445 0 C    -5.6 0    -5.0 0    -6.5 0    43 0   0.260   0.317   0.405 -99.000 -99.000     0.4     1.2     2.0     4.2     8.1
53974 20150104 2100 20150104 1500  2.422  -96.61   39.10    -9.0    -9.2    -8.9    -9.6     0.0    392 0    446 0    331 0 C    -6.1 0    -5.4 0    -6.5 0    42 0   0.259   0.320   0.397 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150104 2200 20150104 1600  2.422  -96.61   39.10    -9.1    -9.0    -8.8    -9.1     0.0    256 0    330 0    178 0 C    -7.4 0    -6.3 0    -8.7 0    42 0   0.263   0.331   0.388 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150104 2300 20150104 1700  2.422  -96.61   39.10   -10.8    -9.6    -8.9   -10.8     0.0     97 0    178 0      0 0 C    -9.9 0    -8.6 0   -12.9 0    43 0   0.264   0.326   0.362 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150105 0000 20150104 1800  2.422  -96.61   39.10   -13.0   -11.8   -10.8   -13.0     0.0      0 0      0 0      0 0 C   -14.1 0   -12.9 0   -16.9 0    49 0   0.258   0.326   0.390 -99.000 -99.000     0.5     1.2     2.0     4.2     8.1
53974 20150105 0100 20150104 1900  2.422  -96.61   39.10   -12.4   -12.7   -12.3   -13.5     0.0      0 0      0 0      0 0 C   -17.0 0   -16.4 0   -17.4 0    53 0   0.262   0.323   0.409 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150105 0200 20150104 2000  2.422  -96.61   39.10   -14.3   -14.0   -12.4   -14.8     0.0      0 0      0 0      0 0 C   -15.3 0   -12.3 0   -16.4 0    58 0   0.263   0.326   0.380 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150105 0300 20150104 2100  2.422  -96.61   39.10   -12.2   -12.6   -11.7   -14.3     0.0      0 0      0 0      0 0 C   -11.1 0   -10.5 0   -12.3 0    64 0   0.263   0.314   0.408 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150105 0400 20150104 2200  2.422  -96.61   39.10   -12.5   -12.2   -11.8   -12.5     0.0      0 0      0 0      0 0 C   -11.8 0   -10.6 0   -12.9 0    65 0   0.255   0.325   0.386 -99.000 -99.000     0.5     1.2     1.9     4.2     8.1
53974 20150105 0500 20150104 2300  2.422  -96.61   39.10   -12.4   -12.7   -12.3   -13.2     0.0      0 0      0 0      0 0 C   -14.4 0   -12.2 0   -16.4 0    58 0   0.257   0.325   0.378 -99.000 -99.000     0.4     1.2     1.9     4.2     8.0
53974 20150105 0600 20150105 0000  2.422  -96.61   39.10   -12.9   -12.7   -12.4   -13.1     0.0      0 0      0 0      0 0 C   -12.6 0   -11.4 0   -13.6 0    54 0   0.253   0.318   0.413 -99.000 -99.000     0.4     1.2     2.0     4.2     8.0
53974 20150105 0700 20150105 0100  2.422  -96.61   39.10   -12.9   -12.7   -12.5   -13.0     0.0      0 0      0 0      0 0 C   -11.8 0   -11.2 0   -13.9 0    64 0   0.252   0.313   0.398 -99.000 -99.000     0.5     1.1     1.9     4.1     8.0
53974 20150105 0800 20150105 0200  2.422  -96.61   39.10   -13.7   -13.3   -12.5   -14.0     0.0      0 0      0 0      0 0 C   -15.1 0   -12.9 0   -17.7 0    66 0   0.254   0.324   0.411 -99.000 -99.000     0.4     1.2     1.9     4.2     8.0
